no,lat,long,bp,er,site,feature
287,36.5010321,127.2403869,2490,50,"공주 제천리, 당암리유적",6지점 나구역 1호 주거지(내부수혈 1호)
288,36.5010321,127.2403869,2430,50,"공주 제천리, 당암리유적",6지점 나구역 3호 주거지(타원형구덩이 내부)
289,36.5010321,127.2403869,2880,50,"공주 제천리, 당암리유적",9지점 마구역 1호(바닥 및 노지 내부)
290,36.4007622,126.5803868,2890,60,관산리 유적(1),KC-004
291,36.4007622,126.5803868,2750,60,관산리 유적(1),KC-009
292,36.4007622,126.5803868,2570,70,관산리 유적(1),KC-011
293,36.4007622,126.5803868,2780,70,관산리 유적(1),KC-012
294,36.4007622,126.5803868,2920,70,관산리 유적(1),KC-013
295,37.4100784,126.8555202,2690,20,광명 가학동 산100-3번지 유적,12지점-19호주거지
296,37.4100784,126.8555202,2535,20,광명 가학동 산100-3번지 유적,12지점-3호주거지
297,37.4100784,126.8555202,2915,25,광명 가학동 산100-3번지 유적,12지점-40호주거지
298,37.4100784,126.8555202,2660,20,광명 가학동 산100-3번지 유적,12지점-47호주거지
299,37.4100784,126.8555202,2670,20,광명 가학동 산100-3번지 유적,12지점-52호주거지
300,37.4100784,126.8555202,2720,20,광명 가학동 산100-3번지 유적,2지점-2호주거지
301,37.4100784,126.8555202,2755,20,광명 가학동 산100-3번지 유적,4지점-3호주거지
302,34.9754335,127.603489,2420,80,광양 용강리 기두유적,19호
303,34.9754335,127.603489,2510,60,광양 용강리 기두유적,1호
304,34.9754335,127.603489,2470,30,광양 용강리 기두유적,3-1호
305,34.9754335,127.603489,2360,30,광양 용강리 기두유적,6호
306,34.9754335,127.603489,2460,60,광양 용강리 기두유적,9호
307,34.9476124,127.6762232,2440,30,광양 용장유적,10호
308,34.9476124,127.6762232,2460,30,광양 용장유적,3호
309,34.9476124,127.6762232,2540,30,광양 용장유적,4호
310,34.9648739,127.5887449,2490,40,광양 인동리유적,청동기 1호 주거지
311,34.978682,127.58367,2520,60,광양 칠성리 유적,15-1호
312,34.978682,127.58367,2390,40,광양 칠성리 유적,2호
313,34.978682,127.58367,2550,60,광양 칠성리 유적,32호
314,34.978682,127.58367,2520,80,광양 칠성리 유적,33호
315,34.978682,127.58367,2500,60,광양 칠성리 유적,34호
316,34.978682,127.58367,2450,60,광양 칠성리 유적,39호
317,34.978682,127.58367,2640,60,광양 칠성리 유적,4-2호
318,35.1144049,126.7473764,2930,60,광주 금곡유적 A,2호
319,35.0991512,126.8870136,2610,50,광주 노대동·행암동유적,광주효천2지구 1호
320,35.0991512,126.8870136,2370,50,광주 노대동·행암동유적,광주효천2지구 3호
321,35.1165482,126.86195,2510,40,광주 매월동 동산유적,청-4호 주거지
322,35.1165482,126.86195,2490,40,광주 매월동 동산유적,청-6호 주거지
323,35.1063597,126.7545899,2470,60,광주 산정유적 A,18호 바닥
324,35.1063597,126.7545899,2400,50,광주 산정유적 A,23호 타원형구덩이 내
325,35.1982207,126.8286948,2460,60,광주 수문유적,송국리식 13호
326,35.1982207,126.8286948,2820,60,광주 수문유적,송국리식 28호
327,35.1982207,126.8286948,2610,50,광주 수문유적,송국리식 5호
328,35.1982207,126.8286948,2310,60,광주 수문유적,송국리식 8호
329,35.1982207,126.8286948,2920,60,광주 수문유적,장방형 1호
330,35.1982207,126.8286948,2960,60,광주 수문유적,장방형 2호
331,35.1916079,126.8088137,2430,80,광주 신완유적,1호
332,35.1937623,126.8344357,1690,60,광주 신창동,11호 주거지
333,35.1937623,126.8344357,1770,40,광주 신창동,13호 주거지
334,35.1937623,126.8344357,1920,40,광주 신창동,6호 주거지
335,35.1937623,126.8344357,1750,50,광주 신창동,7호 주거지
336,35.1937623,126.8344357,1810,50,광주 신창동,8호 주거지 바닥 바로 위
337,35.1937623,126.8344357,1870,60,광주 신창동,9호 주거지 서쪽 부근 바닥
338,37.3998904,127.2466639,2815,20,광주 역동유적,마-10호 주거지
339,37.3998904,127.2466639,2535,20,광주 역동유적,마-3호 주거지
340,37.3998904,127.2466639,2515,20,광주 역동유적,마-4호 주거지
341,37.3998904,127.2466639,2890,20,광주 역동유적,마-5호 주거지
342,35.2283582,126.8478417,2610,140,광주 오룡동 유적,12호 주거지
343,35.2283582,126.8478417,2120,190,광주 오룡동 유적,18호 주거지
344,35.2166766,126.875528,2980,50,광주 용두동 유적,청동기 1호 주거지
345,35.2166766,126.875528,3150,80,광주 용두동 유적,청동기 7호 주거지
346,35.1051671,126.8673959,2860,50,광주 임암동 입암유적,1호 주거지
347,35.1051671,126.8673959,2590,50,광주 임암동 입암유적,2호 주거지
348,35.1051671,126.8673959,2680,40,광주 임암동 입암유적,3호 주거지
349,35.1051671,126.8673959,2680,50,광주 임암동 입암유적,7호 주거지
350,35.1916079,126.8088137,2500,60,광주 장자유적,7호
351,37.3924082,127.2423558,2530,20,광주 장지동 취락유적,청3호 주거지
352,37.3924082,127.2423558,2545,20,광주 장지동 취락유적,청8호 주거지
353,35.2167701,127.4664136,2960,80,구례 봉북리유적,나지구 : 청-2호주거지
354,35.2167701,127.4664136,2560,50,구례 봉북리유적,나지구 : 청-3호주거지
355,37.5793203,127.1362591,2960,30,구리 토평동유적,G구역 청동기시대 1호 주거지
356,35.6526799,129.1465601,2710,40,국도35호선(언양~인보간) 확∙포장공사구간내 유적(울산 서하리 앞들유적),IB 2 2호주거지
357,35.9872547,126.8562641,2690,40,군산 축산리 계남유적(2구역),2호 주거지 바닥
358,36.0810512,128.6325525,2530,40,군위 춘산리유적,군위 춘산리137-1 청동기 주거지 2호
359,36.0810512,128.6325525,2560,40,군위 춘산리유적,군위 춘산리137-1 청동기 주거지 7호
360,36.1187365,128.6242029,2500,50,군위 화계리 고분군,청동기시대 주거지 바닥면 목탄1
361,36.3680837,127.3445025,3370,130,궁동,2호 주거지 - 위석식 노지내 수습
362,36.192099,127.448518,2520,40,금산 마전리 유적,10호
363,36.192099,127.448518,2470,40,금산 마전리 유적,4호
364,36.192099,127.448518,2580,40,금산 마전리 유적,5호
365,36.192099,127.448518,2510,40,금산 마전리 유적,7호
366,36.1107953,127.5221743,2970,60,금산 수당리 유적,4호
367,36.1134002,127.5203932,2960,50,금산 수당리 유적,S-1호 - 바닥 5cm
368,36.1134002,127.5203932,2830,50,금산 수당리 유적,S-6호 - 목탄층
369,36.1134002,127.5203932,2400,50,금산 수당리 유적,S-7호 - 작업공 바닥
370,36.0955441,127.5198013,2580,40,금산 창평리유적,II-청동기 11호 주거지
371,36.0955441,127.5198013,2510,40,금산 창평리유적,II-청동기 12호 주거지
372,36.0955441,127.5198013,2510,40,금산 창평리유적,II-청동기 2호 주거지
373,35.8009425,126.905006,2430,50,김제 검산동유적,1호
374,35.854363,126.9091011,2570,30,김제 내죽리유적 2구간(김제 내죽리유적 보고서),청동기시대 3호 주거지
375,35.8433472,126.8705223,3040,50,"김제 부거리(김제 부거리, 하정리유적)",Ⅰ-1 1호 주거지(전기)
376,35.8433472,126.8705223,2580,50,"김제 부거리(김제 부거리, 하정리유적)",Ⅰ-1 2호 주거지(전기)
377,35.8433472,126.8705223,2960,60,"김제 부거리(김제 부거리, 하정리유적)",Ⅰ-2 5호 주거지(전기)
378,35.8433472,126.8705223,2720,50,"김제 부거리(김제 부거리, 하정리유적)",Ⅱ 2호 주거지(중기)
379,35.8433472,126.8705223,2490,40,"김제 부거리(김제 부거리, 하정리유적)",Ⅱ 3호 주거지(중기)
380,35.8433472,126.8705223,2510,40,"김제 부거리(김제 부거리, 하정리유적)",Ⅱ 5호 주거지(중기)
381,35.8433472,126.8705223,2590,40,"김제 부거리(김제 부거리, 하정리유적)",Ⅱ 6호 주거지(중기)
382,35.845945,126.8561811,2430,50,김제 양청리유적,1호
383,36.0508925,128.0437542,2500,70,김천 송죽리유적Ⅰ,22호
384,36.0508925,128.0437542,2900,70,김천 송죽리유적Ⅰ,30호
385,36.0508925,128.0437542,2910,60,김천 송죽리유적Ⅰ,6호
386,36.1087813,128.1500721,2470,40,김천 월곡리 산28-3번지 유적,2호 주거지
387,36.1087813,128.1500721,2500,40,김천 월곡리 산28-3번지 유적,3호 수혈주거지
388,36.1203868,128.1455426,3300,70,김천 지좌리 무문시대 집락유적,484호
389,36.1203868,128.1455426,2960,60,김천 지좌리 무문시대 집락유적,518호 內
390,36.1203868,128.1455426,2560,50,김천 지좌리 무문시대 집락유적,532호
391,36.1203868,128.1455426,2430,50,김천 지좌리 무문시대 집락유적,545호 內
392,36.1203868,128.1455426,2700,60,김천 지좌리 무문시대 집락유적,563호 內
393,36.1203868,128.1455426,2890,50,김천 지좌리 무문시대 집락유적,633호 바닥
394,36.1203868,128.1455426,2620,40,김천 지좌리 무문시대 집락유적,638호
395,36.1203868,128.1455426,2530,50,김천 지좌리 무문시대 집락유적,661호
396,36.1203868,128.1455426,2570,50,김천 지좌리 무문시대 집락유적,668호
397,36.1203868,128.1455426,2470,50,김천 지좌리 무문시대 집락유적,669호
398,36.1203868,128.1455426,2500,40,김천 지좌리 무문시대 집락유적,674호
399,36.1203868,128.1455426,2310,40,김천 지좌리 무문시대 집락유적,681호
400,35.9768182,127.9649271,2460,40,김천 지좌리유적(Ⅰ-Ⅳ),제 20호 청동기시대 주거지(원형)
401,35.9768182,127.9649271,2680,40,김천 지좌리유적(Ⅰ-Ⅳ),제 24호 청동기시대 주거지(원형)
402,35.9768182,127.9649271,2520,40,김천 지좌리유적(Ⅰ-Ⅳ),제 29호 청동기시대 주거지(방형)
403,35.9768182,127.9649271,2440,40,김천 지좌리유적(Ⅰ-Ⅳ),제 2호 청동기시대 주거지(방형)
404,35.9768182,127.9649271,2570,40,김천 지좌리유적(Ⅰ-Ⅳ),제 57호 청동기시대 주거지(원형)
405,35.9768182,127.9649271,2370,40,김천 지좌리유적(Ⅰ-Ⅳ),제 58호 청동기시대 주거지(원형)
406,35.9768182,127.9649271,2540,40,김천 지좌리유적(Ⅰ-Ⅳ),제 60호 청동기시대 주거지(방형)
407,35.9768182,127.9649271,2380,40,김천 지좌리유적(Ⅰ-Ⅳ),제 62호 청동기시대 주거지(방형)
408,35.9768182,127.9649271,2720,40,김천 지좌리유적(Ⅰ-Ⅳ),제 73호 청동기시대 주거지(타원형)
409,35.9768182,127.9649271,2530,50,김천 지좌리유적(Ⅰ-Ⅳ),제 84호 청동기시대 주거지(방형)
410,35.9768182,127.9649271,2460,40,김천 지좌리유적(Ⅰ-Ⅳ),제 99호 청동기시대 주거지(장방형)
411,37.6431999,126.6194396,2770,60,김포 양촌 유적,1-D 22호 주거지
412,37.6431999,126.6194396,2850,40,김포 양촌 유적,1-D 23호 주거지
413,37.6431999,126.6194396,2680,50,김포 양촌 유적,1-G 2호 주거지
414,37.6431999,126.6194396,2700,40,김포 양촌 유적,1-G 4호 주거지
415,37.6431999,126.6194396,2770,40,김포 양촌 유적,1-H 12호 주거지
416,37.6431999,126.6194396,2380,40,김포 양촌 유적,1-H 5호 주거지
417,37.6431999,126.6194396,3020,50,김포 양촌 유적,1-K 3호 주거지
418,37.6431999,126.6194396,2820,50,김포 양촌 유적,1-L 10호 주거지
419,37.6431999,126.6194396,2910,50,김포 양촌 유적,1-L 11호 주거지
420,37.6431999,126.6194396,2820,50,김포 양촌 유적,1-L 12호 주거지
421,37.6431999,126.6194396,2750,50,김포 양촌 유적,1-L 13호 주거지
422,37.6431999,126.6194396,2800,50,김포 양촌 유적,1-L 14호 주거지
423,37.6431999,126.6194396,3090,60,김포 양촌 유적,1-L 15호 주거지
424,37.6431999,126.6194396,2990,50,김포 양촌 유적,1-L 16호 주거지
425,37.6431999,126.6194396,2910,50,김포 양촌 유적,1-L 17호 주거지
426,37.6431999,126.6194396,2720,50,김포 양촌 유적,1-L 19호 주거지
427,37.6431999,126.6194396,2550,50,김포 양촌 유적,1-L 20호 주거지
428,37.6431999,126.6194396,2960,50,김포 양촌 유적,1-L 3호 주거지
429,37.6431999,126.6194396,2550,40,김포 양촌 유적,1-L 6호 주거지
430,37.647281,126.6873675,2745,25,김포 운양동유적Ⅰ(1-11지점),1-11지점 1호
431,37.647281,126.6873675,2800,25,김포 운양동유적Ⅰ(1-11지점),1-11지점 5호
432,37.6544961,126.6691687,2870,25,김포 운양동유적Ⅱ,2-10지점 1구역 6호
433,37.6544961,126.6691687,2915,25,김포 운양동유적Ⅱ,2-10지점 1구역 7호
434,37.6544961,126.6691687,2905,25,김포 운양동유적Ⅱ,2-10지점 1구역 9호
435,37.6544961,126.6691687,2745,25,김포 운양동유적Ⅱ,2-7지점 1호
436,37.6544961,126.6691687,2790,25,김포 운양동유적Ⅱ,2-7지점 3호
437,37.6544961,126.6691687,2940,25,김포 운양동유적Ⅱ,2-9지점 6구역 1호 
438,37.6877419,126.576914,2805,25,김포마송유적,2-2지점 2호
439,35.2483678,128.8536686,2490,40,김해 구산동 유적,4호 주거지
440,35.2483678,128.8536686,2590,50,김해 구산동 유적,A₂-2호
441,35.2483678,128.8536686,2460,50,김해 구산동 유적,A지구 321호
442,35.299562,128.7398926,2605,20,김해 여래리 유적,수혈주거지 1호
443,35.3122455,128.7677525,2050,40,김해 본산리 여래리 유적 Ⅰ-Ⅲ,Ⅱ구역 1호 주거지
444,35.3122455,128.7677525,2130,40,김해 본산리 여래리 유적 Ⅰ-Ⅲ,Ⅱ구역 2호 주거지
445,35.3122455,128.7677525,2140,40,김해 본산리 여래리 유적 Ⅰ-Ⅲ,Ⅱ구역 4호 주거지
446,34.9651658,126.6839352,2520,40,나주 구기촌 유적(나주 구기촌∙덕곡유적),청동기 5호 주거지
447,34.9651658,126.6839352,2450,40,나주 구기촌 유적(나주 구기촌∙덕곡유적),청동기 6호 주거지
448,34.9078641,126.6379433,2990,60,"나주 대안리 방두고분(나주 화정리 마산고분군, 대안리 방두고분)",전기 청동기 주거지
449,35.0066422,126.8000682,2740,50,나주 도민동유적,청동기 11호
450,35.0066422,126.8000682,3150,50,나주 도민동유적,청동기 21호
451,35.0066422,126.8000682,2510,50,나주 도민동유적,청동기 4호
452,35.0149714,126.802569,2420,50,"나주 신도리 도민동1(나주 신도리 도민동 1, 신평2 유적)",2-B 28호 
453,35.103654,126.6870866,2450,50,나주 영천유적,6호
454,34.9868425,126.6838,2450,60,나주 운곡동 유적 2,1-청-2호
455,34.9868425,126.6838,2380,60,나주 운곡동 유적 2,1-청-4호
456,34.9868425,126.6838,2550,60,나주 운곡동 유적 2,1-청-5호
457,34.9868425,126.6838,2580,50,나주 운곡동 유적 2,2-청-18호
458,34.9868425,126.6838,2410,40,나주 운곡동 유적 2,2-청-2호
459,34.9868425,126.6838,2470,50,나주 운곡동 유적 2,2-청-31호
460,34.9868425,126.6838,2560,50,나주 운곡동 유적 2,2-청-33호
461,34.9868425,126.6838,2550,50,나주 운곡동 유적 2,2-청-41호
462,34.9868425,126.6838,2420,40,나주 운곡동 유적 2,2-청-6호
463,34.9902809,126.6879301,2300,60,나주 운곡동 유적 4,1-청-11호
464,34.9902809,126.6879301,1540,50,나주 운곡동 유적 4,1-청-16호
465,34.9902809,126.6879301,2130,60,나주 운곡동 유적 4,1-청-18호
466,34.9902809,126.6879301,1900,60,나주 운곡동 유적 4,1-청-8호
467,34.9902809,126.6879301,2300,50,나주 운곡동 유적 4,3-청-3호
468,34.932828,126.5729277,2360,140,나주 월양리유적,청 1호 주거지
469,34.932828,126.5729277,2430,40,나주 월양리유적,청 3호 주거지
470,35.0692452,126.7411387,2710,50,나주 장동리유적,청동기 11호
471,35.0692452,126.7411387,2700,50,나주 장동리유적,청동기 14호
472,35.0692452,126.7411387,2790,50,나주 장동리유적,청동기 26호
473,35.0692452,126.7411387,2820,50,나주 장동리유적,청동기 30호
474,35.0692452,126.7411387,2630,60,나주 장동리유적,청동기 3호
475,35.0692452,126.7411387,2740,50,나주 장동리유적,청동기 42호
476,35.0692452,126.7411387,1690,50,나주 장동리유적,청동기 5호
477,35.0692452,126.7411387,1570,50,나주 장동리유적,청동기 7호
478,34.9745333,126.6934082,2600,40,나주 장산리 장사(나주 장산리 장사∙양산리 양지촌유적),2호 주거지
479,37.5919309,127.1723342,2560,50,남양주 수석동 유적,2호 청동기 주거지
480,37.6125421,127.1665489,2540,30,남양주 지금동 유적,청동기시대 주거지 10호
481,37.6125421,127.1665489,2550,30,남양주 지금동 유적,청동기시대 주거지 11호
482,37.6125421,127.1665489,2610,30,남양주 지금동 유적,청동기시대 주거지 12호
483,37.6125421,127.1665489,2560,30,남양주 지금동 유적,청동기시대 주거지 13호
484,37.6125421,127.1665489,2550,40,남양주 지금동 유적,청동기시대 주거지 14호
